phase	dataset	nb_teachers	teacher_epochs	noise_scale	epsilon_target	wall_time_s	status	log_file
teacher	mnist	50	10	-	-	10.00	OK	teachers_mnist_t50_e10.log:teacher_0
teacher	mnist	50	10	-	-	9.56	OK	teachers_mnist_t50_e10.log:teacher_1
teacher	mnist	50	10	-	-	9.81	OK	teachers_mnist_t50_e10.log:teacher_2
teacher	mnist	50	10	-	-	9.63	OK	teachers_mnist_t50_e10.log:teacher_3
teacher	mnist	50	10	-	-	10.03	OK	teachers_mnist_t50_e10.log:teacher_4
teacher	mnist	50	10	-	-	9.34	OK	teachers_mnist_t50_e10.log:teacher_5
teacher	mnist	50	10	-	-	9.54	OK	teachers_mnist_t50_e10.log:teacher_6
teacher	mnist	50	10	-	-	9.06	OK	teachers_mnist_t50_e10.log:teacher_7
teacher	mnist	50	10	-	-	9.41	OK	teachers_mnist_t50_e10.log:teacher_8
teacher	mnist	50	10	-	-	9.56	OK	teachers_mnist_t50_e10.log:teacher_9
teacher	mnist	50	10	-	-	9.79	OK	teachers_mnist_t50_e10.log:teacher_10
teacher	mnist	50	10	-	-	9.80	OK	teachers_mnist_t50_e10.log:teacher_11
teacher	mnist	50	10	-	-	8.99	OK	teachers_mnist_t50_e10.log:teacher_12
teacher	mnist	50	10	-	-	8.85	OK	teachers_mnist_t50_e10.log:teacher_13
teacher	mnist	50	10	-	-	8.98	OK	teachers_mnist_t50_e10.log:teacher_14
teacher	mnist	50	10	-	-	8.86	OK	teachers_mnist_t50_e10.log:teacher_15
teacher	mnist	50	10	-	-	9.56	OK	teachers_mnist_t50_e10.log:teacher_16
teacher	mnist	50	10	-	-	9.52	OK	teachers_mnist_t50_e10.log:teacher_17
teacher	mnist	50	10	-	-	9.05	OK	teachers_mnist_t50_e10.log:teacher_18
teacher	mnist	50	10	-	-	8.49	OK	teachers_mnist_t50_e10.log:teacher_19
teacher	mnist	50	10	-	-	8.86	OK	teachers_mnist_t50_e10.log:teacher_20
teacher	mnist	50	10	-	-	9.38	OK	teachers_mnist_t50_e10.log:teacher_21
teacher	mnist	50	10	-	-	9.33	OK	teachers_mnist_t50_e10.log:teacher_22
teacher	mnist	50	10	-	-	9.89	OK	teachers_mnist_t50_e10.log:teacher_23
teacher	mnist	50	10	-	-	8.92	OK	teachers_mnist_t50_e10.log:teacher_24
teacher	mnist	50	10	-	-	8.85	OK	teachers_mnist_t50_e10.log:teacher_25
teacher	mnist	50	10	-	-	10.04	OK	teachers_mnist_t50_e10.log:teacher_26
teacher	mnist	50	10	-	-	9.07	OK	teachers_mnist_t50_e10.log:teacher_27
teacher	mnist	50	10	-	-	9.54	OK	teachers_mnist_t50_e10.log:teacher_28
teacher	mnist	50	10	-	-	9.18	OK	teachers_mnist_t50_e10.log:teacher_29
teacher	mnist	50	10	-	-	9.49	OK	teachers_mnist_t50_e10.log:teacher_30
teacher	mnist	50	10	-	-	9.20	OK	teachers_mnist_t50_e10.log:teacher_31
teacher	mnist	50	10	-	-	9.42	OK	teachers_mnist_t50_e10.log:teacher_32
teacher	mnist	50	10	-	-	9.06	OK	teachers_mnist_t50_e10.log:teacher_33
teacher	mnist	50	10	-	-	9.14	OK	teachers_mnist_t50_e10.log:teacher_34
teacher	mnist	50	10	-	-	9.16	OK	teachers_mnist_t50_e10.log:teacher_35
teacher	mnist	50	10	-	-	8.99	OK	teachers_mnist_t50_e10.log:teacher_36
teacher	mnist	50	10	-	-	9.60	OK	teachers_mnist_t50_e10.log:teacher_37
teacher	mnist	50	10	-	-	8.59	OK	teachers_mnist_t50_e10.log:teacher_38
teacher	mnist	50	10	-	-	8.42	OK	teachers_mnist_t50_e10.log:teacher_39
teacher	mnist	50	10	-	-	8.94	OK	teachers_mnist_t50_e10.log:teacher_40
teacher	mnist	50	10	-	-	8.71	OK	teachers_mnist_t50_e10.log:teacher_41
teacher	mnist	50	10	-	-	8.93	OK	teachers_mnist_t50_e10.log:teacher_42
teacher	mnist	50	10	-	-	8.50	OK	teachers_mnist_t50_e10.log:teacher_43
teacher	mnist	50	10	-	-	8.51	OK	teachers_mnist_t50_e10.log:teacher_44
teacher	mnist	50	10	-	-	8.53	OK	teachers_mnist_t50_e10.log:teacher_45
teacher	mnist	50	10	-	-	8.75	OK	teachers_mnist_t50_e10.log:teacher_46
teacher	mnist	50	10	-	-	8.43	OK	teachers_mnist_t50_e10.log:teacher_47
teacher	mnist	50	10	-	-	8.51	OK	teachers_mnist_t50_e10.log:teacher_48
teacher	mnist	50	10	-	-	8.69	OK	teachers_mnist_t50_e10.log:teacher_49
student	mnist	50	10	200	1	5.01	OK	mnist_t50_e10_eps1_noise200.log
student	mnist	50	10	57	4	5.06	OK	mnist_t50_e10_eps4_noise57.log
student	mnist	50	10	6.7	8	45.18	OK	mnist_t50_e10_eps8_noise6.7.log
teacher	mnist	50	50	-	-	8.98	OK	teachers_mnist_t50_e50.log:teacher_0
teacher	mnist	50	50	-	-	9.43	OK	teachers_mnist_t50_e50.log:teacher_1
teacher	mnist	50	50	-	-	8.90	OK	teachers_mnist_t50_e50.log:teacher_2
teacher	mnist	50	50	-	-	9.23	OK	teachers_mnist_t50_e50.log:teacher_3
teacher	mnist	50	50	-	-	8.91	OK	teachers_mnist_t50_e50.log:teacher_4
teacher	mnist	50	50	-	-	8.98	OK	teachers_mnist_t50_e50.log:teacher_5
teacher	mnist	50	50	-	-	9.31	OK	teachers_mnist_t50_e50.log:teacher_6
teacher	mnist	50	50	-	-	9.44	OK	teachers_mnist_t50_e50.log:teacher_7
teacher	mnist	50	50	-	-	9.94	OK	teachers_mnist_t50_e50.log:teacher_8
teacher	mnist	50	50	-	-	9.28	OK	teachers_mnist_t50_e50.log:teacher_9
teacher	mnist	50	50	-	-	8.80	OK	teachers_mnist_t50_e50.log:teacher_10
teacher	mnist	50	50	-	-	9.17	OK	teachers_mnist_t50_e50.log:teacher_11
teacher	mnist	50	50	-	-	9.23	OK	teachers_mnist_t50_e50.log:teacher_12
teacher	mnist	50	50	-	-	9.11	OK	teachers_mnist_t50_e50.log:teacher_13
teacher	mnist	50	50	-	-	8.88	OK	teachers_mnist_t50_e50.log:teacher_14
teacher	mnist	50	50	-	-	8.84	OK	teachers_mnist_t50_e50.log:teacher_15
teacher	mnist	50	50	-	-	9.07	OK	teachers_mnist_t50_e50.log:teacher_16
teacher	mnist	50	50	-	-	9.39	OK	teachers_mnist_t50_e50.log:teacher_17
teacher	mnist	50	50	-	-	9.10	OK	teachers_mnist_t50_e50.log:teacher_18
teacher	mnist	50	50	-	-	9.46	OK	teachers_mnist_t50_e50.log:teacher_19
teacher	mnist	50	50	-	-	9.03	OK	teachers_mnist_t50_e50.log:teacher_20
teacher	mnist	50	50	-	-	9.34	OK	teachers_mnist_t50_e50.log:teacher_21
teacher	mnist	50	50	-	-	9.36	OK	teachers_mnist_t50_e50.log:teacher_22
teacher	mnist	50	50	-	-	9.49	OK	teachers_mnist_t50_e50.log:teacher_23
teacher	mnist	50	50	-	-	9.33	OK	teachers_mnist_t50_e50.log:teacher_24
teacher	mnist	50	50	-	-	9.43	OK	teachers_mnist_t50_e50.log:teacher_25
teacher	mnist	50	50	-	-	9.43	OK	teachers_mnist_t50_e50.log:teacher_26
teacher	mnist	50	50	-	-	9.49	OK	teachers_mnist_t50_e50.log:teacher_27
teacher	mnist	50	50	-	-	9.13	OK	teachers_mnist_t50_e50.log:teacher_28
teacher	mnist	50	50	-	-	9.36	OK	teachers_mnist_t50_e50.log:teacher_29
teacher	mnist	50	50	-	-	9.14	OK	teachers_mnist_t50_e50.log:teacher_30
teacher	mnist	50	50	-	-	9.36	OK	teachers_mnist_t50_e50.log:teacher_31
teacher	mnist	50	50	-	-	9.52	OK	teachers_mnist_t50_e50.log:teacher_32
teacher	mnist	50	50	-	-	9.01	OK	teachers_mnist_t50_e50.log:teacher_33
teacher	mnist	50	50	-	-	9.11	OK	teachers_mnist_t50_e50.log:teacher_34
teacher	mnist	50	50	-	-	9.14	OK	teachers_mnist_t50_e50.log:teacher_35
teacher	mnist	50	50	-	-	9.31	OK	teachers_mnist_t50_e50.log:teacher_36
teacher	mnist	50	50	-	-	9.07	OK	teachers_mnist_t50_e50.log:teacher_37
teacher	mnist	50	50	-	-	9.11	OK	teachers_mnist_t50_e50.log:teacher_38
teacher	mnist	50	50	-	-	8.95	OK	teachers_mnist_t50_e50.log:teacher_39
teacher	mnist	50	50	-	-	9.17	OK	teachers_mnist_t50_e50.log:teacher_40
teacher	mnist	50	50	-	-	8.96	OK	teachers_mnist_t50_e50.log:teacher_41
teacher	mnist	50	50	-	-	9.42	OK	teachers_mnist_t50_e50.log:teacher_42
teacher	mnist	50	50	-	-	9.12	OK	teachers_mnist_t50_e50.log:teacher_43
teacher	mnist	50	50	-	-	9.03	OK	teachers_mnist_t50_e50.log:teacher_44
teacher	mnist	50	50	-	-	9.76	OK	teachers_mnist_t50_e50.log:teacher_45
teacher	mnist	50	50	-	-	9.16	OK	teachers_mnist_t50_e50.log:teacher_46
teacher	mnist	50	50	-	-	9.14	OK	teachers_mnist_t50_e50.log:teacher_47
teacher	mnist	50	50	-	-	9.09	OK	teachers_mnist_t50_e50.log:teacher_48
teacher	mnist	50	50	-	-	9.38	OK	teachers_mnist_t50_e50.log:teacher_49
student	mnist	50	50	200	1	4.88	OK	mnist_t50_e50_eps1_noise200.log
student	mnist	50	50	57	4	4.96	OK	mnist_t50_e50_eps4_noise57.log
student	mnist	50	50	6.7	8	46.77	OK	mnist_t50_e50_eps8_noise6.7.log
teacher	mnist	50	100	-	-	9.96	OK	teachers_mnist_t50_e100.log:teacher_0
teacher	mnist	50	100	-	-	10.23	OK	teachers_mnist_t50_e100.log:teacher_1
teacher	mnist	50	100	-	-	9.93	OK	teachers_mnist_t50_e100.log:teacher_2
teacher	mnist	50	100	-	-	10.03	OK	teachers_mnist_t50_e100.log:teacher_3
teacher	mnist	50	100	-	-	10.31	OK	teachers_mnist_t50_e100.log:teacher_4
teacher	mnist	50	100	-	-	10.03	OK	teachers_mnist_t50_e100.log:teacher_5
teacher	mnist	50	100	-	-	9.84	OK	teachers_mnist_t50_e100.log:teacher_6
teacher	mnist	50	100	-	-	9.91	OK	teachers_mnist_t50_e100.log:teacher_7
teacher	mnist	50	100	-	-	9.49	OK	teachers_mnist_t50_e100.log:teacher_8
teacher	mnist	50	100	-	-	10.00	OK	teachers_mnist_t50_e100.log:teacher_9
teacher	mnist	50	100	-	-	10.14	OK	teachers_mnist_t50_e100.log:teacher_10
teacher	mnist	50	100	-	-	9.95	OK	teachers_mnist_t50_e100.log:teacher_11
teacher	mnist	50	100	-	-	9.96	OK	teachers_mnist_t50_e100.log:teacher_12
teacher	mnist	50	100	-	-	9.56	OK	teachers_mnist_t50_e100.log:teacher_13
teacher	mnist	50	100	-	-	9.62	OK	teachers_mnist_t50_e100.log:teacher_14
teacher	mnist	50	100	-	-	9.72	OK	teachers_mnist_t50_e100.log:teacher_15
teacher	mnist	50	100	-	-	10.04	OK	teachers_mnist_t50_e100.log:teacher_16
teacher	mnist	50	100	-	-	9.95	OK	teachers_mnist_t50_e100.log:teacher_17
teacher	mnist	50	100	-	-	9.59	OK	teachers_mnist_t50_e100.log:teacher_18
teacher	mnist	50	100	-	-	9.88	OK	teachers_mnist_t50_e100.log:teacher_19
teacher	mnist	50	100	-	-	9.85	OK	teachers_mnist_t50_e100.log:teacher_20
teacher	mnist	50	100	-	-	9.62	OK	teachers_mnist_t50_e100.log:teacher_21
teacher	mnist	50	100	-	-	10.10	OK	teachers_mnist_t50_e100.log:teacher_22
teacher	mnist	50	100	-	-	9.75	OK	teachers_mnist_t50_e100.log:teacher_23
teacher	mnist	50	100	-	-	9.93	OK	teachers_mnist_t50_e100.log:teacher_24
teacher	mnist	50	100	-	-	9.61	OK	teachers_mnist_t50_e100.log:teacher_25
teacher	mnist	50	100	-	-	10.19	OK	teachers_mnist_t50_e100.log:teacher_26
teacher	mnist	50	100	-	-	10.59	OK	teachers_mnist_t50_e100.log:teacher_27
teacher	mnist	50	100	-	-	9.58	OK	teachers_mnist_t50_e100.log:teacher_28
teacher	mnist	50	100	-	-	9.59	OK	teachers_mnist_t50_e100.log:teacher_29
teacher	mnist	50	100	-	-	9.73	OK	teachers_mnist_t50_e100.log:teacher_30
teacher	mnist	50	100	-	-	10.12	OK	teachers_mnist_t50_e100.log:teacher_31
teacher	mnist	50	100	-	-	9.88	OK	teachers_mnist_t50_e100.log:teacher_32
teacher	mnist	50	100	-	-	9.55	OK	teachers_mnist_t50_e100.log:teacher_33
teacher	mnist	50	100	-	-	9.48	OK	teachers_mnist_t50_e100.log:teacher_34
teacher	mnist	50	100	-	-	9.85	OK	teachers_mnist_t50_e100.log:teacher_35
teacher	mnist	50	100	-	-	9.65	OK	teachers_mnist_t50_e100.log:teacher_36
teacher	mnist	50	100	-	-	10.00	OK	teachers_mnist_t50_e100.log:teacher_37
teacher	mnist	50	100	-	-	10.06	OK	teachers_mnist_t50_e100.log:teacher_38
teacher	mnist	50	100	-	-	9.73	OK	teachers_mnist_t50_e100.log:teacher_39
teacher	mnist	50	100	-	-	9.57	OK	teachers_mnist_t50_e100.log:teacher_40
teacher	mnist	50	100	-	-	9.76	OK	teachers_mnist_t50_e100.log:teacher_41
teacher	mnist	50	100	-	-	9.74	OK	teachers_mnist_t50_e100.log:teacher_42
teacher	mnist	50	100	-	-	9.80	OK	teachers_mnist_t50_e100.log:teacher_43
teacher	mnist	50	100	-	-	9.96	OK	teachers_mnist_t50_e100.log:teacher_44
teacher	mnist	50	100	-	-	9.87	OK	teachers_mnist_t50_e100.log:teacher_45
teacher	mnist	50	100	-	-	9.91	OK	teachers_mnist_t50_e100.log:teacher_46
teacher	mnist	50	100	-	-	9.86	OK	teachers_mnist_t50_e100.log:teacher_47
teacher	mnist	50	100	-	-	9.91	OK	teachers_mnist_t50_e100.log:teacher_48
teacher	mnist	50	100	-	-	9.93	OK	teachers_mnist_t50_e100.log:teacher_49
student	mnist	50	100	200	1	5.02	OK	mnist_t50_e100_eps1_noise200.log
student	mnist	50	100	57	4	5.00	OK	mnist_t50_e100_eps4_noise57.log
student	mnist	50	100	6.7	8	47.27	OK	mnist_t50_e100_eps8_noise6.7.log
teacher	mnist	10	10	-	-	9.33	OK	teachers_mnist_t10_e10.log:teacher_0
teacher	mnist	10	10	-	-	9.10	OK	teachers_mnist_t10_e10.log:teacher_1
teacher	mnist	10	10	-	-	9.40	OK	teachers_mnist_t10_e10.log:teacher_2
teacher	mnist	10	10	-	-	9.33	OK	teachers_mnist_t10_e10.log:teacher_3
teacher	mnist	10	10	-	-	8.81	OK	teachers_mnist_t10_e10.log:teacher_4
teacher	mnist	10	10	-	-	8.97	OK	teachers_mnist_t10_e10.log:teacher_5
teacher	mnist	10	10	-	-	8.94	OK	teachers_mnist_t10_e10.log:teacher_6
teacher	mnist	10	10	-	-	8.97	OK	teachers_mnist_t10_e10.log:teacher_7
teacher	mnist	10	10	-	-	9.26	OK	teachers_mnist_t10_e10.log:teacher_8
teacher	mnist	10	10	-	-	9.17	OK	teachers_mnist_t10_e10.log:teacher_9
student	mnist	10	10	200	1	4.51	OK	mnist_t10_e10_eps1_noise200.log
student	mnist	10	10	57	4	4.78	OK	mnist_t10_e10_eps4_noise57.log
student	mnist	10	10	6.7	8	4.71	OK	mnist_t10_e10_eps8_noise6.7.log
teacher	mnist	10	50	-	-	11.66	OK	teachers_mnist_t10_e50.log:teacher_0
teacher	mnist	10	50	-	-	12.00	OK	teachers_mnist_t10_e50.log:teacher_1
teacher	mnist	10	50	-	-	11.74	OK	teachers_mnist_t10_e50.log:teacher_2
teacher	mnist	10	50	-	-	11.64	OK	teachers_mnist_t10_e50.log:teacher_3
teacher	mnist	10	50	-	-	12.25	OK	teachers_mnist_t10_e50.log:teacher_4
teacher	mnist	10	50	-	-	11.79	OK	teachers_mnist_t10_e50.log:teacher_5
teacher	mnist	10	50	-	-	11.96	OK	teachers_mnist_t10_e50.log:teacher_6
teacher	mnist	10	50	-	-	12.18	OK	teachers_mnist_t10_e50.log:teacher_7
teacher	mnist	10	50	-	-	11.93	OK	teachers_mnist_t10_e50.log:teacher_8
teacher	mnist	10	50	-	-	11.81	OK	teachers_mnist_t10_e50.log:teacher_9
student	mnist	10	50	200	1	4.82	OK	mnist_t10_e50_eps1_noise200.log
student	mnist	10	50	57	4	4.60	OK	mnist_t10_e50_eps4_noise57.log
student	mnist	10	50	6.7	8	4.79	OK	mnist_t10_e50_eps8_noise6.7.log
teacher	mnist	10	100	-	-	14.83	OK	teachers_mnist_t10_e100.log:teacher_0
teacher	mnist	10	100	-	-	14.90	OK	teachers_mnist_t10_e100.log:teacher_1
teacher	mnist	10	100	-	-	14.76	OK	teachers_mnist_t10_e100.log:teacher_2
teacher	mnist	10	100	-	-	14.95	OK	teachers_mnist_t10_e100.log:teacher_3
teacher	mnist	10	100	-	-	15.07	OK	teachers_mnist_t10_e100.log:teacher_4
teacher	mnist	10	100	-	-	14.88	OK	teachers_mnist_t10_e100.log:teacher_5
teacher	mnist	10	100	-	-	14.43	OK	teachers_mnist_t10_e100.log:teacher_6
teacher	mnist	10	100	-	-	14.71	OK	teachers_mnist_t10_e100.log:teacher_7
teacher	mnist	10	100	-	-	14.72	OK	teachers_mnist_t10_e100.log:teacher_8
teacher	mnist	10	100	-	-	14.36	OK	teachers_mnist_t10_e100.log:teacher_9
student	mnist	10	100	200	1	4.74	OK	mnist_t10_e100_eps1_noise200.log
student	mnist	10	100	57	4	4.72	OK	mnist_t10_e100_eps4_noise57.log
student	mnist	10	100	6.7	8	4.48	OK	mnist_t10_e100_eps8_noise6.7.log
teacher	svhn	50	10	-	-	13.42	OK	teachers_svhn_t50_e10.log:teacher_0
teacher	svhn	50	10	-	-	14.17	OK	teachers_svhn_t50_e10.log:teacher_1
